#experimental data for OP for headgroup for POPC
#from PCCP B, 15(6), 1976-1989, 2013
#1 gamma
#2 beat
#3 alpha
#4 g3
#5 g2
#6 g1
1      0.00111083        
2     -0.04478707                
3      0.05589248        
4      -0.23134863       
5     -0.20691616        
6      0.00000000 -0.14991575
