0 0 0.02
5 -0.0025432 0.02
10 -0.0043384 0.02
20 -0.0058344 0.02
50 -0.0080036 0.02
100 -0.0116688 0.02
200 -0.015708 0.02
400 -0.0222156 0.02
500 -0.0252076 0.02
600 -0.0277508 0.02
800 -0.031042 0.02
1000 -0.0357544 0.02
2000 -0.045628 0.02
3000 -0.060588 0.02
4000 -0.0704616 0.02
5000 -0.0745008 0.02
