1  -0.02339  0.43721  0.00101 
1  -0.01783  0.43988  0.00102 
2   0.03561  0.45705  0.00106 
2   0.02289  0.45287  0.00105 
3    -0.16505  0.35638  0.00082 
3    -0.19394  0.33474  0.00077 
4    -0.18368  0.34993  0.00081 
5    -0.17353  0.36344  0.00084 
5    -0.01555  0.40771  0.00094 
